ID,target
017ae7ac3,1941895.4
017b80d83,1941895.4
017d9f1a4,1941895.4
017e22e34,13516943.0
017e9a902,1941895.4
0180f14e9,1941895.4
018148c57,2837614.8
018166b42,1941895.4
0181a6d0e,1941895.4
018283661,1941895.4
0183f9b32,1941895.4
0186cbba4,2670572.8
0188bc86f,1941895.4
01890383f,1941895.4
018965366,1590895.1
0189c8ab0,1941895.4
018d514a2,1941895.4
018d765bb,1943892.8
018dbbe73,1941895.4
018de39ca,1941895.4
018fd935f,1941895.4
018ffc9fa,3855970.2
019372984,1941895.4
01937e592,1859562.0
019381521,1664295.5
01952e574,1941895.4
019540ad9,1941895.4
01955815c,1941895.4
0196be03d,1941895.4
01978c738,1941895.4
0197f607c,1941895.4
01980e862,1941895.4
019823615,1941895.4
019ab3785,1941895.4
019c0d544,1941895.4
019c5ad1d,1941895.4
019cff829,1941895.4
019ed3e51,1941895.4
019fd88df,1447793.1
01a0a9e06,1941895.4
01a1f927c,1941895.4
01a4d6c6c,1702504.2
01a697820,1941895.4
01a72cedb,537975.94
01a900d08,1941895.4
01a960c35,1941895.4
01aa854be,1941895.4
01ab08b6a,1941895.4
01ad8126b,5964293.0
01af69076,1941895.4
01aff9a04,1941895.4
01b128a94,1941895.4
01b1e697f,1941895.4
01b3159e1,1941895.4
01b342719,1941895.4
01b375dad,1941895.4
01b6d93e9,974590.75
01b6e8722,1941895.4
01b728f6c,1941895.4
01b784536,1941895.4
01b7d0580,1941895.4
01b7defea,1941895.4
01b80bb3c,1941895.4
01b8c1484,1941895.4
01bbb0d76,1941895.4
01bc848d9,1941895.4
01bd8211e,1941895.4
01bdda11d,1739240.1
01be390b4,1941895.4
01be6122c,1576480.8
01c1d1fb0,3349738.2
01c33d5d2,1941895.4
01c34e2ff,1941895.4
01c362322,1941895.4
01c553e1a,2684865.5
01c65531d,2431591.0
01c6933d0,16859658.0
01c74c797,1941895.4
01c7eafe8,1941895.4
01c81cd35,1941895.4
01c898445,2911580.0
01c9fd3a7,1941895.4
01ca7113f,1941895.4
01cb0f6ea,2360150.2
01cc582f5,1941895.4
01cca8141,4063207.5
01cef01a2,1941895.4
01d10e85d,1941895.4
01d193713,1941895.4
01d2fecbe,1941895.4
01d38c28f,1941895.4
01d396bc2,1941895.4
01d7bfe15,1941895.4
01d8282f2,1941895.4
01d94bd22,1941895.4
01da2afeb,1941895.4
01db02cda,1941895.4
01dd4ee95,1941895.4
01dd8785b,1941895.4
01dff0d9c,1941895.4
01e04a9fb,1941895.4
01e06a9f0,1941895.4
01e1970fb,1941895.4
01e1ee7f9,1941895.4
01e37465e,1941895.4
01e38e47e,1941895.4
01e6618b1,1941895.4
01e8de681,1941895.4
01e9513b2,1941895.4
01ea633f5,1941895.4
01eba0824,1941895.4
01eca1d02,1941895.4
01ed1f78a,1941895.4
01ee29ec7,1941895.4
01eed81f9,2882001.0
01ef1d226,1619303.5
01f0030e3,1847901.2
01f15fad3,1941895.4
01f330ffe,1941895.4
01f39eb1e,1941895.4
01f44549a,1941895.4
01f5a652b,1941895.4
01f889c84,1941895.4
01fa9c31e,3904717.5
01fd4e7e9,1739240.1
01fde1134,1941895.4
01ff14471,1941895.4
01ffa7fbe,1941895.4
02001f60c,1941895.4
0201ea0a0,1941895.4
0201fe232,1710867.0
020699f8e,1941895.4
0206a24ce,13516943.0
0206bfd06,1941895.4
020741219,1137773.6
020816bdb,1941895.4
0209a7570,1941895.4
0209bf7b8,2225377.2
0209d2fd2,1941895.4
020b294bd,1941895.4
020b5b442,1941895.4
020bd2d15,1941895.4
020eaebb2,1941895.4
020ed0585,1941895.4
020f67b89,1941895.4
02118146a,1941895.4
0211c154c,1941895.4
0211f9abc,1680793.0
021257ae5,3091084.0
02135d6ab,2336291.5
02170db23,1941895.4
02180e987,1941895.4
0218218c1,1941895.4
0218cd3d7,1941895.4
0219f8398,1941895.4
021aee575,1941895.4
021bd4dca,1611595.8
021da9216,1941895.4
021ebd418,1941895.4
021fd795a,1941895.4
02223cd36,1941895.4
0223c16c1,1941895.4
022678dd2,1941895.4
022792b0a,1941895.4
022804284,1941895.4
0228aa82d,1710867.0
0229e75c4,1941895.4
022a8c2f7,3694022.2
022cb2631,1941895.4
0230d4064,7524115.0
023377ebc,2611335.0
02342e4f7,1941895.4
0235e2eab,1941895.4
023990ec3,1941895.4
023ac9a3c,1941895.4
023b81381,1941895.4
023fa6bf0,1941895.4
024078072,1941895.4
0241d1cc7,1941895.4
0241dbd70,1941895.4
02423aea3,1941895.4
0242e62ca,1941895.4
024306e5d,1941895.4
0244ca2e6,1941895.4
0245590f8,1941895.4
0246d6ee2,2911580.0
024739c7d,1750505.6
024766f47,1941895.4
024813220,3349738.2
024890eac,1941895.4
024c65d46,1941895.4
024c8f9db,2030101.4
024cbb5b4,1941895.4
024d9058c,352256.12
024fe32af,1941895.4
025045845,15471144.0
0250eb809,1941895.4
025179e5e,1941895.4
02537cf5e,1941895.4
0254223d8,1941895.4
0256c0b0e,5379822.0
025774ca3,4885489.0
025786cb9,1941895.4
0257e2b97,1941895.4
025994da9,1941895.4
025a2f31f,1941895.4
025a544da,1941895.4
025a96ed9,823505.25
025abdc92,1941895.4
025ba7d70,1941895.4
025c222b3,1941895.4
025c7bb5f,1941895.4
025e5d770,1941895.4
02635ccad,1941895.4
02648787c,4914930.0
026756d03,1941895.4
0267a271c,1941895.4
02681ecec,1941895.4
02697d7c3,2046675.5
0269a6f71,1941895.4
0269d314c,1941895.4
0269dba28,1941895.4
026a61d88,1941895.4
026aeaa2c,1941895.4
026b02a83,1941895.4
026baed22,1941895.4
026c4e17b,1941895.4
026c5991c,1859562.0
026cf59d9,1941895.4
026cfc392,1941895.4
0270a390f,1941895.4
0270be3af,1941895.4
0270e156b,1941895.4
027124809,1941895.4
0272c405a,7524115.0
027400cb8,1941895.4
0274ce8b8,1941895.4
027769b10,1941895.4
0277d96d0,1941895.4
027a21566,1941895.4
027c75423,2837614.8
027cc80a8,1941895.4
027d5aea6,1941895.4
02865c5ec,1739240.1
0287280ba,1941895.4
02898064e,1941895.4
028988631,1354398.6
028a5c0d4,729025.25
028da53a4,1941895.4
028ee267a,1941895.4
0292f2fc5,1941895.4
02975edfa,1941895.4
029a9db2e,1941895.4
029b14b56,1941895.4
029bbe7d3,1710867.0
029c1e398,1941895.4
029da4b41,1941895.4
02a0c1918,1941895.4
02a2a1bdf,1350902.8
02a2c00e0,1941895.4
02a31514c,1941895.4
02a3dc04d,1941895.4
02a565b91,1941895.4
02ac98fd5,1941895.4
02adff31a,1941895.4
02affe93a,1941895.4
02afff518,1941895.4
02b000198,350158.06
02b0b4bae,1941895.4
02b0c3fdb,1274836.9
02b220cf1,1941895.4
02b25ade0,1941895.4
02b413bb1,1941895.4
02b4aaba1,4723253.5
02b67ff32,2377037.5
02b71a6b2,1941895.4
02b79188f,2802571.5
02b8961fc,2046675.5
02b96ff6c,1941895.4
02bad4594,1941895.4
02bbd7b9d,1941895.4
02bcf8e90,7298258.0
02bde66d2,1941895.4
02bfe3c59,729025.25
02c119238,1941895.4
02c16cb74,1941895.4
02c475e65,1941895.4
02c4d224b,1941895.4
02c6d9700,1941895.4
02c74523d,16859658.0
02c7c5e05,1941895.4
02c8a1f80,1941895.4
02c8c7175,1941895.4
02c91d25d,1941895.4
02ce4321f,1941895.4
02cfae275,5964293.0
02d07cb78,1941895.4
02d147e50,1941895.4
02d173c38,1941895.4
02d1a1e82,1702504.2
02d2dc64c,1941895.4
02d3dcc5a,1941895.4
02d67ed4c,1738119.2
02d682de1,1941895.4
02d72b46d,2079367.9
02da114c7,2046675.5
02da41c7e,2035069.5
02dad771a,854855.2
02db2bb9a,350158.06
02dc20d11,1941895.4
02dc3b94d,1941895.4
02dd17f6f,1941895.4
02deaaed6,1941895.4
02dfd3b7c,2303385.2
02e0b923c,1941895.4
02e23559a,1941895.4
02e2acbaa,1941895.4
02e5349d9,1941895.4
02e6bbef5,1941895.4
02e7849bb,1941895.4
02e80faad,1941895.4
02eaec8f8,1941895.4
02edb9180,7524115.0
02ee21874,1941895.4
02ef3cdc7,1941895.4
02f18ce31,1708352.9
02f20fa4a,1941895.4
02f492e98,1941895.4
02f7d06a3,1941895.4
02f8c9d39,2030101.4
02f928f97,1941895.4
02f97eb4f,1941895.4
02f9cc844,1941895.4
02f9f46ac,1941895.4
02fb07a76,555965.44
02fb4683c,1941895.4
02fd708e8,2046675.5
03026bfdd,1941895.4
0304186ba,1941895.4
03052941a,1859562.0
030553c29,1777290.5
0306f5c13,1941895.4
03078adf4,1941895.4
030a2297c,1941895.4
030b9a986,1285024.2
030bbd54c,2668202.5
030d81f86,1941895.4
03101eca5,1941895.4
0311bb483,1941895.4
03121027c,6217891.0
0312ea7f8,1941895.4
0313323d7,1941895.4
03148fa17,1941895.4
0314aa65d,1941895.4
03156f66a,1966542.4
031775c5a,1941895.4
0317cd26f,1941895.4
0317dc1c8,1935531.5
031959763,1268914.0
031961e5e,1941895.4
031a6f52d,1941895.4
031af41a0,1733054.4
031be3013,2619446.2
031c054a3,1941895.4
031e02d13,1806439.5
031fe6025,930434.6
03226e167,3594084.0
032313121,1941895.4
03252fdf8,2046675.5
0325ef5e3,1941895.4
03278afaa,1941895.4
0329abefe,1941895.4
032b82f0c,1941895.4
032cb3413,1941895.4
032f7abe9,818561.44
032fd3cf7,1941895.4
033135e05,4420175.0
03316e7c8,1584565.9
0333c53fa,359522.84
033611b09,1941895.4
033656403,1941895.4
0337427ab,1941895.4
0338d1fb6,1941895.4
033948435,10223598.0
033b70fcb,1941895.4
033d3323b,1708352.9
033db5f65,1941895.4
0341af76c,1941895.4
03434b4b4,1941895.4
0344e4977,1941895.4
0346fb76b,2083939.9
034ad33d6,1941895.4
034af5dae,1941895.4
034b70bda,1941895.4
034f2607b,1941895.4
034f28339,1941895.4
034fb173b,1941895.4
03504923d,1941895.4
035226e6e,1941895.4
035585d5c,1941895.4
035643e2b,1941895.4
0356dfccd,2364295.5
0356fc880,1941895.4
03578cd16,1941895.4
0358c22f6,1941895.4
035a91cf2,1941895.4
035b789d2,1941895.4
03610ecc7,1708352.9
03656e62f,1941895.4
0365b7b3a,2629149.2
0365f0a9f,1941895.4
0367cb231,1941895.4
03687090c,1941895.4
036b2dd1e,1941895.4
036f3dd40,1941895.4
03700787a,1941895.4
03705c6ef,1941895.4
03722e7be,1941895.4
037248721,792195.2
037269293,1689777.4
03782136e,1829051.5
03796cf0e,1966542.4
037dc14e7,2360150.2
037ec2166,1941895.4
037f61da3,1941895.4
0380c62db,1941895.4
03857cb43,1941895.4
0387bf802,1710867.0
038838fee,1941895.4
0388b0dc1,1941895.4
038ad1732,1581165.0
038b7c09a,3012733.8
038c061e1,1941895.4
038da9843,1941895.4
038ded2fe,1966542.4
038f623c2,1941895.4
039105297,1941895.4
0391c19bf,1941895.4
0393e0694,1941895.4
03949736d,1941895.4
03959e9a9,1941895.4
03968aeb0,1941895.4
039a844b4,1590895.1
039e289ac,1852441.1
03a062fbb,1941895.4
03a4623d5,1941895.4
03a546322,1941895.4
03a5c6003,1941895.4
03a5f4351,1941895.4
03a81c915,3012733.8
03aaf818c,1445537.4
03ab8fc70,28301200.0
03aea7af1,1941895.4
03b10328e,788338.0
03b27dded,2191651.2
03b46ad5d,1941895.4
03b4b4a3e,1941895.4
03b67d81b,1941895.4
03b6c19da,1941895.4
03b835ca7,1941895.4
03b882553,1941895.4
03b99b5f9,1941895.4
03b9a2af2,7831687.5
03baf448a,4885489.0
03bedbe9d,1941895.4
03bfd20b9,1941895.4
03bfe3bc5,1941895.4
03c18ac69,1710867.0
03c27a2bf,1941895.4
03c760f76,729025.25
03c8caae7,1941895.4
03c9a65f8,1941895.4
03cdb39c1,1941895.4
03d4bd5b8,1941895.4
03d73e9c5,1859562.0
03d854501,1941895.4
03d893c26,1031634.4
03da7d69e,788338.0
03db05222,1941895.4
03dc6875e,729025.25
03dfb0bd7,2670572.8
03e09458b,1941895.4
03e10ddf7,3349738.2
03e28b99f,1941895.4
03e58b888,1941895.4
03e592e94,1702504.2
03e755a97,1941895.4
03e78798a,2037143.4
03e823704,1941895.4
03e882a88,1941895.4
03e897c29,1221660.4
03ebad6bc,1941895.4
03ebf5ecf,729025.25
03ec3ab4e,1941895.4
03ec5eed1,1732710.6
03ed5c911,1941895.4
03ed976ab,1941895.4
03ef34c90,1941895.4
03f203cfa,1941895.4
03f3c8c46,1722195.1
03f492c31,1941895.4
03f5b5e4a,1941895.4
03f6822ee,1941895.4
03f6de512,792195.2
03f73ef0e,1443740.8
03f74f010,16859658.0
03f82bc6c,1941895.4
03fa0306c,1610397.5
03fc7fa27,1966542.4
03fe6e716,1941895.4
03ffe3f49,1941895.4
04023973e,1941895.4
04042f2d4,1941895.4
04045c3a4,1941895.4
0404fb8e2,1941895.4
0406e6e47,3349738.2
040951939,1941895.4
0409890f8,1941895.4
040ca2949,1941895.4
040f6b98c,1941895.4
040fb51e2,1941895.4
0411c1468,1941895.4
04127fa80,1941895.4
0412f421d,1941895.4
041346d0f,1941895.4
04137899d,7524115.0
0419a598f,1941895.4
041abacf2,1563957.4
041ac253e,1941895.4
041ae628c,1941895.4
041b2eaa1,1859562.0
041d211ec,1941895.4
041d6aa88,2231417.0
041e0fa5a,2037143.4
041fec996,2165205.0
042091615,2818038.5
0423774bc,2336291.5
04245c9ab,1941895.4
0425713aa,555965.44
042576594,1941895.4
04258a134,1941895.4
04290d6e3,1941895.4
0429ef94f,1130811.5
042acad39,1941895.4
042b75b8b,2381262.2
042b8215b,2340290.0
04305a384,1941895.4
04314d3a3,3012733.8
04315db05,1741582.0
04345543a,1941895.4
043593500,1941895.4
0436f2c86,1941895.4
04370ab18,1941895.4
0437281f5,1941895.4
0438dc28d,1941895.4
043be1af1,1941895.4
043c23fbe,1941895.4
043dce29d,1941895.4
043e4b825,1941895.4
043f5244b,1941895.4
043fd2e42,1941895.4
0441a98fe,4885489.0
044541178,1941895.4
04457b1e5,1941895.4
04462ec86,1941895.4
044683ae6,1941895.4
0448aa36f,1941895.4
0449d0137,1988524.5
044b95f86,1941895.4
044b97b6c,5964293.0
044c7fd20,1941895.4
044c8dfd9,1941895.4
044d8ee8d,1941895.4
044eb2751,1941895.4
044efc778,1941895.4
045082aa1,1941895.4
04518a146,1941895.4
045239fe8,1941895.4
0453a3e09,868806.75
0454417ec,2626007.0
0454de019,1941895.4
04562691c,1941895.4
0458a04a0,1941895.4
045901f6a,1941895.4
045986d3a,1941895.4
045bce540,2310681.0
045ce5b8c,1941895.4
046021d41,1941895.4
0462e36a5,1941895.4
046526fe2,2828461.0
04655596d,1941895.4
04658f5b6,1941895.4
046692f4b,1941895.4
046868511,1134188.9
046892828,1941895.4
046b3d7ef,1941895.4
046c924e3,1941895.4
046e2664e,1941895.4
046e3b5b4,2653284.8
046f20f0d,1941895.4
047157871,1941895.4
04722b965,1941895.4
0478dd0a3,1941895.4
0479371c3,1941895.4
047ac78ea,5964293.0
0481e6914,1941895.4
04822e352,1941895.4
0483111ba,1941895.4
0483794aa,6734476.0
048443c83,1941895.4
04847c5ea,1941895.4
048658031,1941895.4
048694692,1941895.4
048712c35,1941895.4
048b1b81c,1941895.4
048def5ee,1941895.4
048e4e5ce,1941895.4
049036175,16859658.0
04905d5d0,1941895.4
0490bce2f,1941895.4
0492364a6,1941895.4
0493c1057,3072403.8
0494cbc16,1941895.4
049670925,1941895.4
04998f537,1941895.4
04999528c,1941895.4
049a35c33,1422187.5
049a8e3e5,1941895.4
049ab0d4d,1941895.4
049b66c17,1941895.4
049e17289,1941895.4
049e7e088,1941895.4
04a049e48,1941895.4
04a095504,3422418.8
04a105753,1941895.4
04a231167,1941895.4
04a3c6d21,1941895.4
04a5a539f,1941895.4
04a746dc8,1941895.4
04a992add,1941895.4
04a9e4aeb,1935531.5
04aa2e15a,1941895.4
04aa6b5fc,1941895.4
04ab00450,1941895.4
04ab1de8e,3439367.5
04ad57b6d,1941895.4
04ae21348,1941895.4
04af5fa34,2340290.0
04afeb8ac,1941895.4
04b0e1550,1941895.4
04b1ca833,3012733.8
04b2cb591,1941895.4
04b2d3d86,1941895.4
04b432011,1941895.4
04b44859f,1941895.4
04b56ec7a,1941895.4
04b7f99d1,1941895.4
04b9581f6,1941895.4
04b98c616,337512.12
04b993254,1941895.4
04ba2dd27,1941895.4
04bfe03f9,1941895.4
04c147ebb,1941895.4
04c1c0844,496046.8
04c1c5c42,1941895.4
04c26c79a,2634688.8
04c361aa2,1941895.4
04c458cd8,729025.25
04c59d3cd,1941895.4
04c5e1daf,1941895.4
04c82f4d9,1941895.4
04c84a436,1941895.4
04c9f9d02,1941895.4
04d0d5de5,1941895.4
04d1b813d,269593.94
04d3f5d25,2377037.5
04d4c2c11,1941895.4
04d57e1a7,1941895.4
04d908feb,1941895.4
04d9847b7,1941895.4
04da1b767,1941895.4
04dd95d2a,1941895.4
04e249294,1941895.4
04e2ae28a,1941895.4
04e475e3c,7263761.5
04e66db1f,729025.25
04e766b04,1941895.4
04eabddee,1941895.4
04ef0742f,1941895.4
04efed9db,1941895.4
04f1d9979,1941895.4
04f1ed5f5,1941895.4
04f49943c,1941895.4
04f6bf4e2,1941895.4
04f791f33,1941895.4
04f9e7f1b,3694022.2
04fa0aec3,16859658.0
04fe85461,1941895.4
05021bcc1,7524115.0
0502816c0,1941895.4
0502d5339,1941895.4
05069cc42,1941895.4
050998896,1941895.4
050dba84e,1941895.4
050fff58d,1935531.5
0511b61b5,1941895.4
051266495,1657100.4
0513b5ddf,1941895.4
05154ac40,215578.7
05158dfde,7524115.0
0515c2be6,1941895.4
05164cf7a,1988524.5
0517c41e7,1941895.4
05194f291,1941895.4
051a1ffe4,1941895.4
051c3c11b,1721948.8
051f9b02b,4723253.5
052094c9d,1941895.4
0521dc976,1941895.4
052258a9f,1941895.4
052323115,5964293.0
0523f0dbf,2242348.0
0524fbc7e,1941895.4
0526af1c3,1941895.4
052710023,555965.44
052738883,1941895.4
05282ee1b,1941895.4
05286eb73,1941895.4
052925bf6,3834239.8
05299dc73,1941895.4
052a944ae,1941895.4
052b5156d,1941895.4
052b86a80,2983970.8
052c8aa33,1941895.4
052df4182,1046790.56
052e2fc8e,1941895.4
052f19a21,1941895.4
052fb2909,1941895.4
052fb4869,1941895.4
0530c91bf,1941895.4
0531dbe6a,1941895.4
053250fbe,1806439.5
053271cd8,1941895.4
0533eafc0,1941895.4
0533f3a7d,1941895.4
05342808a,1941895.4
0534ec680,1941895.4
0536817eb,1941895.4
0536be72c,16859658.0
0536e7f41,1941895.4
05392f081,1941895.4
05394a2bc,1829051.5
053afc785,1941895.4
053b1dd72,1941895.4
053c30d6a,2037143.4
054043122,1941895.4
05406121f,1941895.4
054088024,1941895.4
05413378b,1941895.4
0541a25d7,1941895.4
05424c539,1859562.0
05436f038,1941895.4
0546600e1,1941895.4
0546db35f,1941895.4
0546f6d43,1941895.4
054945a1b,1941895.4
054c83cf5,1941895.4
054da8e7e,1941895.4
054e9b337,1941895.4
0550d7531,1941895.4
0554be358,1941895.4
0559d0eae,1941895.4
055af5105,1941895.4
055bdf8de,1941895.4
055c9ccd0,1941895.4
055c9f94f,1941895.4
055d2afee,1941895.4
055e05877,1274836.9
0560f9866,2175850.8
05640b828,1941895.4
0565a5a52,1535510.8
05661142d,12627348.0
056786d96,1941895.4
05684bd14,1941895.4
05687737c,1941895.4
0569ceaa7,1941895.4
056adc514,1941895.4
056e1ee58,244119.31
056e5f172,854855.2
0570392ec,1941895.4
05717d284,1941895.4
05753f957,1941895.4
05766f56a,1484939.2
0576d843d,528991.75
05776088e,1941895.4
057912af6,1941895.4
057a31686,1941895.4
057a88288,1941895.4
057ad0f04,1941895.4
057af8d15,1941895.4
057b52062,1941895.4
057c52f8f,1941895.4
057d6af50,1941895.4
057ebeb02,1941895.4
057f5fbbf,2846279.5
05868475b,1941895.4
05869a8af,1941895.4
0586f822e,1966542.4
05895b866,1941895.4
058a48adc,1597321.2
058b36450,1689777.4
058f017a4,1941895.4
058f5d6d1,1941895.4
059054bcd,1941895.4
059128950,1941895.4
0592abf36,1941895.4
0593e5389,3224427.0
059459746,1941895.4
059545981,3904717.5
05963833a,1941895.4
05964c7cc,1941895.4
0596c55f7,2037143.4
05979de41,1941895.4
059daf049,1941895.4
05a031ee4,1941895.4
05a0680a7,1597321.2
05a0cdc00,1941895.4
05a38f543,2019159.2
05a602ea6,1941895.4
05a70e860,1496647.0
05a73fc33,1941895.4
05a74484d,1941895.4
05a7b4f74,1941895.4
05a7c5ffd,2079367.9
05a7f872a,1117589.2
05a841277,1941895.4
05b334e33,1941895.4
05b4e8cf3,1941895.4
05b5108f9,1941895.4
05b5156eb,1941895.4
05b5ab452,1941895.4
05b6ee8c3,1941895.4
05ba55ca9,1941895.4
05bb5f8e6,1941895.4
05bcaf479,1941895.4
05bce097a,1941895.4
05be21234,1941895.4
05c078b64,2619446.2
