ID,target
046f20f0d,3792785.0611356082
047157871,3875063.7525394177
04722b965,3870698.237716879
0478dd0a3,5869428.464768673
0479371c3,4437600.404082066
047ac78ea,5117191.600175562
0481e6914,3944704.9493915653
04822e352,3808659.8402746567
0483111ba,4818475.073561287
0483794aa,6926305.762190732
048443c83,5011407.356297577
04847c5ea,3812509.0457809153
048658031,3930567.554451034
048694692,8070242.906433791
048712c35,6368568.75503337
048b1b81c,3945864.9221405536
048def5ee,4680399.031314127
048e4e5ce,4168239.6303068004
049036175,12910582.17556541
04905d5d0,7916610.873983975
0490bce2f,4055574.5263181576
0492364a6,4529731.0556900315
0493c1057,3580655.035297352
0494cbc16,4342421.105568592
049670925,3840742.7086794814
04998f537,3959739.5974252042
04999528c,3269202.4724402707
049a35c33,7604177.897761197
049a8e3e5,6945972.054324081
049ab0d4d,3699946.196516152
049b66c17,3875332.901625832
049e17289,3474838.5380081595
049e7e088,4346160.059856819
04a049e48,3344145.6631665705
04a095504,4597219.951514967
04a105753,4508224.77187815
04a231167,7456006.333061031
04a3c6d21,4464178.638675112
04a5a539f,4168019.898586696
04a746dc8,4071843.5376945916
04a992add,6409959.331398273
04a9e4aeb,4532476.767959874
04aa2e15a,6777173.686445016
04aa6b5fc,5154594.085251919
04ab00450,3808659.8402746567
04ab1de8e,9415738.9539451
04ad57b6d,4409713.92396489
04ae21348,3305335.879902005
04af5fa34,8400579.227097994
04afeb8ac,8955041.950525345
04b0e1550,3781821.8193787336
04b1ca833,4857989.173728236
04b2cb591,3827319.7483812557
04b2d3d86,4058285.291587778
04b432011,3306071.8741345555
04b44859f,5079970.439515268
04b56ec7a,5516203.47540058
04b7f99d1,8369405.770668039
04b9581f6,3808659.8402746567
04b98c616,3415127.6028130446
04b993254,6359587.266412866
04ba2dd27,3592930.5169404
04bfe03f9,3951147.1440081373
04c147ebb,4980068.280886301
04c1c0844,6114603.610637815
04c1c5c42,3808659.8402746567
04c26c79a,3470257.1785190264
04c361aa2,15820655.228981404
04c458cd8,3875532.3747058418
04c59d3cd,3961144.1982142613
04c5e1daf,3733279.4344273615
04c82f4d9,4214497.405178524
